Model,Accuracy,Precision,Sensitivity,Specificity,TPR,FNR,FPR,TNR,F1 score,Pearsonr correlation,P vale,Gain
SMA LSTM,0.7019230769230769,0.7586206896551724,0.7213114754098361,0.6744186046511628,0.7213114754098361,0.2786885245901639,0.32558139534883723,0.6744186046511628,0.7394957983193278,0.3923785840067602,3.795252444899337e-05,0.4902783072817385
