Model,Accuracy,Precision,Sensitivity,Specificity,TPR,FNR,FPR,TNR,F1 score,Pearsonr correlation,P vale,Gain
GA LSTM,0.7307692307692307,0.7894736842105263,0.7377049180327869,0.7209302325581395,0.7377049180327869,0.26229508196721313,0.27906976744186046,0.7209302325581395,0.7627118644067796,0.45381633614347183,1.3095057532473278e-06,0.4940907357987039
