Model,Accuracy,Precision,Sensitivity,Specificity,TPR,FNR,FPR,TNR,F1 score,Pearsonr correlation,P vale,Gain
FGOA LSTM,0.7403846153846154,0.7931034482758621,0.7540983606557377,0.7209302325581395,0.7540983606557377,0.2459016393442623,0.27906976744186046,0.7209302325581395,0.773109243697479,0.4710055064281534,4.511165223674737e-07,0.5787266488753335
