Model,Accuracy,Precision,Sensitivity,Specificity,TPR,FNR,FPR,TNR,F1 score,Pearsonr correlation,P vale,Gain
HHO LSTM,0.6923076923076923,0.7843137254901961,0.6557377049180327,0.7441860465116279,0.6557377049180327,0.3442622950819672,0.2558139534883721,0.7441860465116279,0.7142857142857143,0.3939610806358391,3.508061707586677e-05,0.4121235226839499
