Model,Accuracy,Precision,Sensitivity,Specificity,TPR,FNR,FPR,TNR,F1 score,Pearsonr correlation,P vale,Gain
WOA LSTM,0.6634615384615384,0.7241379310344828,0.6885245901639344,0.627906976744186,0.6885245901639344,0.3114754098360656,0.37209302325581395,0.627906976744186,0.7058823529411765,0.31375166158536705,0.0011815991737976587,0.4532977506671749
